"Fecha/Hora","Valor"
"2025-09-19T07:46:31","158.55"
"2025-09-19T07:46:46","158.53"
"2025-09-19T07:47:01","158.55"
"2025-09-19T07:47:16","158.53"
"2025-09-19T07:47:31","158.53"
"2025-09-19T07:47:47","158.55"
"2025-09-19T07:48:02","158.55"
"2025-09-19T07:48:17","158.53"
"2025-09-19T07:48:32","158.56"
"2025-09-19T07:48:47","158.55"
"2025-09-19T07:49:02","158.55"
"2025-09-19T07:49:17","158.56"
"2025-09-19T07:49:33","158.58"
"2025-09-19T07:49:48","158.56"
"2025-09-19T07:50:03","158.56"
"2025-09-19T07:50:18","158.55"
"2025-09-19T07:50:33","158.58"
"2025-09-19T07:50:48","158.56"
"2025-09-19T07:51:03","158.58"
"2025-09-19T07:51:19","158.56"
"2025-09-19T07:51:34","158.55"
"2025-09-19T07:51:49","158.58"
"2025-09-19T07:52:04","158.56"
"2025-09-19T07:52:19","158.55"
"2025-09-19T07:52:34","158.56"
"2025-09-19T07:52:49","158.55"
"2025-09-19T07:53:14","158.56"
"2025-09-19T07:53:19","158.56"
"2025-09-19T07:53:34","158.56"
"2025-09-19T07:53:50","158.55"
"2025-09-19T07:54:05","158.55"
"2025-09-19T07:54:20","158.56"
"2025-09-19T07:54:35","158.55"
"2025-09-19T07:54:50","158.56"
"2025-09-19T07:55:05","158.55"
"2025-09-19T07:55:20","158.56"
"2025-09-19T07:55:36","158.53"
"2025-09-19T07:55:51","158.53"
"2025-09-19T07:56:06","158.55"
"2025-09-19T07:56:21","158.55"
"2025-09-19T07:56:36","158.55"
"2025-09-19T07:56:51","158.56"
"2025-09-19T07:57:06","158.56"
"2025-09-19T07:57:22","158.51"
"2025-09-19T07:57:37","158.56"
"2025-09-19T07:57:52","158.55"
"2025-09-19T07:58:07","158.56"
"2025-09-19T07:58:22","158.56"
"2025-09-19T07:58:37","158.56"
"2025-09-19T07:58:52","158.55"
"2025-09-19T07:59:08","158.56"
"2025-09-19T07:59:23","158.53"
"2025-09-19T07:59:38","158.55"
"2025-09-19T07:59:53","158.53"
"2025-09-19T08:00:08","158.53"
"2025-09-19T08:00:23","158.55"
"2025-09-19T08:00:38","158.55"
"2025-09-19T08:00:54","158.55"
"2025-09-19T08:01:09","158.55"
"2025-09-19T08:01:24","158.56"
"2025-09-19T08:01:39","158.55"
"2025-09-19T08:01:54","158.53"
"2025-09-19T08:02:09","158.55"
"2025-09-19T08:02:24","158.56"
"2025-09-19T08:02:40","158.55"
"2025-09-19T08:02:55","158.55"
"2025-09-19T08:03:10","158.53"
"2025-09-19T08:03:25","158.53"
"2025-09-19T08:03:40","158.53"
"2025-09-19T08:03:55","158.53"
"2025-09-19T08:04:10","158.51"
"2025-09-19T08:04:26","158.55"
